"Sample","Latitude_WGS84","Longitude_WGS84","ClusterNum","FaunalCluster","SurveyName","Year"
"RSMP_H_0323_Baseline",53.58819,1.523181,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0324_Baseline",53.430157,1.205296,4,"C1a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0325_Baseline",53.442507,1.143301,4,"C1a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0326_Baseline",53.388333,0.96262,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0327_Baseline",53.404967,0.909065,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0328_Baseline",53.401867,0.851857,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0329_Baseline",53.409902,0.558391,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0330_Baseline",53.419942,0.436658,5,"C1b","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0331_Baseline",53.394699,0.446238,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0332_Baseline",53.76976,2.17668,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0333_Baseline",53.77914,2.15256,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0334_Baseline",53.74266,2.1905,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0335_Baseline",53.74468,2.14557,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0336_Baseline",53.74355,2.08654,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0337_Baseline",53.77162,2.08737,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0338_Baseline",53.572209,1.546595,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0339_Baseline",53.601091,1.532245,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0340_Baseline",53.574694,0.320766,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0341_Baseline",53.600354,0.331424,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0343_Baseline",53.625364,0.513536,4,"C1a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0344_Baseline",53.411234,0.406365,4,"C1a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0345_Baseline",53.382959,0.468397,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0347_Baseline",53.38164,0.447266,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0348_Baseline",53.384301,0.533847,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0349_Baseline",53.3702,0.523781,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0350_Baseline",53.385123,0.594517,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0351_Baseline",53.400223,0.581043,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0352_Baseline",53.369012,0.550643,4,"C1a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0353_Baseline",53.414606,0.541883,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0354_Baseline",53.387338,0.87621,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0355_Baseline",53.437467,1.16801,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0356_Baseline",53.47605,1.96715,4,"C1a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0357_Baseline",53.76056,2.15622,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0358_Baseline",53.64718,2.35514,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0359_Baseline",53.63437,2.33592,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0360_Baseline",53.67575,2.36519,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0361_Baseline",53.754,2.17551,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0362_Baseline",53.75651,2.07085,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0363_Baseline",53.414513,0.465189,5,"C1b","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0364_Baseline",53.406428,0.932766,4,"C1a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0365_Baseline",53.598799,1.552156,10,"D2b","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0366_Baseline",53.47071,1.98681,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0367_Baseline",53.48499,1.96336,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0368_Baseline",53.7653,2.04587,5,"C1b","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0369_Baseline",53.77906,2.16812,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0371_Baseline",53.369851,0.482381,4,"C1a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0471_Baseline",53.409643,1.134193,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0472_Baseline",53.408393,1.166903,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0473_Baseline",53.425221,1.128103,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0474_Baseline",53.440449,1.119515,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0475_Baseline",53.470096,1.1302,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0476_Baseline",53.448574,1.212096,5,"C1b","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0477_Baseline",53.467518,1.207228,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0478_Baseline",53.446671,1.237318,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0479_Baseline",53.428111,1.232559,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0480_Baseline",53.408249,1.228964,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0481_Baseline",53.420021,1.213047,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0482_Baseline",53.491521,1.106541,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0483_Baseline",53.498216,1.136852,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0484_Baseline",53.482947,1.181036,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0487_Baseline",53.490805,1.081757,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0488_Baseline",53.48617,1.058858,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0489_Baseline",53.477277,1.074523,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0490_Baseline",53.450478,1.104544,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0491_Baseline",53.436677,1.097882,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0492_Baseline",53.621291,0.304928,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0493_Baseline",53.565244,0.279219,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0494_Baseline",53.558931,0.31201,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0495_Baseline",53.553741,0.293098,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0496_Baseline",53.57897,0.357486,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0497_Baseline",53.599239,0.345643,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0498_Baseline",53.612551,0.3574,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0499_Baseline",53.637918,0.352012,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0500_Baseline",53.644163,0.369144,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0501_Baseline",53.642515,0.572783,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0502_Baseline",53.634693,0.59145,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0503_Baseline",53.654772,0.586356,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0504_Baseline",53.603091,0.605576,4,"C1a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0505_Baseline",53.645006,0.613144,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0506_Baseline",53.61401,0.563692,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0507_Baseline",53.599295,0.578257,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0508_Baseline",53.658253,0.552205,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0509_Baseline",53.640787,0.542249,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0511_Baseline",53.596411,0.361656,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0512_Baseline",53.61728,0.379671,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0513_Baseline",53.605019,0.397683,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0514_Baseline",53.615945,0.414897,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0515_Baseline",53.598708,0.42774,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0516_Baseline",53.597237,0.460084,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0517_Baseline",53.611291,0.44448,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0518_Baseline",53.611703,0.503301,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0519_Baseline",53.642493,0.496028,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0520_Baseline",53.665443,0.51082,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0521_Baseline",53.667109,0.350686,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0522_Baseline",53.662942,0.376692,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0523_Baseline",53.656406,0.395876,4,"C1a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0525_Baseline",53.651561,0.439678,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0526_Baseline",53.649453,0.52057,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0527_Baseline",53.672838,0.536567,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0528_Baseline",53.449407,0.403013,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0530_Baseline",53.460185,0.387205,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0532_Baseline",53.431018,0.364298,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0533_Baseline",53.431808,0.34043,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0534_Baseline",53.415318,0.355751,8,"A2b","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0535_Baseline",53.412094,0.380841,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0536_Baseline",53.375182,1.02973,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0537_Baseline",53.389799,0.391573,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0538_Baseline",53.60576,1.515679,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0539_Baseline",53.596077,1.499341,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0540_Baseline",53.577422,1.493408,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0541_Baseline",53.535338,1.486101,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0542_Baseline",53.613531,1.496722,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0543_Baseline",53.586881,1.475313,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0544_Baseline",53.551994,1.469603,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0545_Baseline",53.62218,1.524567,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0546_Baseline",53.607903,1.539795,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0547_Baseline",53.580301,1.565017,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0548_Baseline",53.5603,1.566414,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0549_Baseline",53.520815,1.594523,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0550_Baseline",53.517959,1.509814,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0551_Baseline",53.515549,1.541774,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0552_Baseline",53.50184,1.527651,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0553_Baseline",53.508243,1.589076,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0554_Baseline",53.53997,1.568485,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0555_Baseline",53.517052,1.570252,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0556_Baseline",53.4899,1.94768,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0557_Baseline",53.44229,1.96814,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0558_Baseline",53.47825,2.01902,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0559_Baseline",53.49391,2.02341,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0560_Baseline",53.47881,2.03585,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0561_Baseline",53.4966,1.92071,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0562_Baseline",53.46335,1.90628,5,"C1b","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0563_Baseline",53.45064,1.94065,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0564_Baseline",53.46204,2.02151,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0565_Baseline",53.4603,2.00468,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0566_Baseline",53.49474,1.96922,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0567_Baseline",53.80137,2.08619,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0568_Baseline",53.78947,2.07341,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0569_Baseline",53.78733,2.10556,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0570_Baseline",53.78863,2.15873,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0571_Baseline",53.73505,2.0926,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0572_Baseline",53.7366,2.11855,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0573_Baseline",53.73549,2.14832,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0574_Baseline",53.72271,2.10802,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0575_Baseline",53.77621,2.00252,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0576_Baseline",53.79961,2.14628,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0577_Baseline",53.62544,2.29512,5,"C1b","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0578_Baseline",53.60836,2.30386,5,"C1b","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0579_Baseline",53.61866,2.31949,5,"C1b","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0580_Baseline",53.60598,2.33066,5,"C1b","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0581_Baseline",53.62288,2.36394,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0582_Baseline",53.63058,2.2757,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0583_Baseline",53.64683,2.29544,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0584_Baseline",53.65033,2.27212,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0585_Baseline",53.63245,2.2548,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0586_Baseline",53.6138,2.38198,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0587_Baseline",53.63019,2.38614,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0588_Baseline",53.64591,2.40097,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0589_Baseline",53.63324,2.41751,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0590_Baseline",53.6535,2.4178,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0591_Baseline",53.66711,2.3929,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0592_Baseline",53.6699,2.41467,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0593_Baseline",53.67794,2.37232,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0594_Baseline",53.69861,2.34985,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0595_Baseline",53.6818,2.32352,5,"C1b","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0596_Baseline",53.66889,2.30066,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0597_Baseline",53.421565,0.849863,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0598_Baseline",53.372096,0.380471,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0599_Baseline",53.367385,0.918761,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0600_Baseline",53.376369,0.861791,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0602_Baseline",53.403622,0.969516,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0603_Baseline",53.423361,0.939357,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0604_Baseline",53.38209,0.820903,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0605_Baseline",53.412824,0.825982,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2015
"RSMP_H_0606_Baseline",53.308812,0.635799,11,"A1","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0607_Baseline",53.299239,0.620181,5,"C1b","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0608_Baseline",53.278804,0.605606,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0609_Baseline",53.309659,0.685762,4,"C1a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0610_Baseline",53.310869,0.704917,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0611_Baseline",53.296974,0.682216,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0612_Baseline",53.286596,0.716997,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0613_Baseline",53.394308,0.625141,9,"D2d","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0614_Baseline",53.416407,0.635799,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0616_Baseline",53.282996,0.498901,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0617_Baseline",53.274114,0.479806,4,"C1a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0618_Baseline",53.268757,0.517791,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0619_Baseline",53.381152,1.006947,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0620_Baseline",53.303527,0.46873,4,"C1a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0621_Baseline",53.291136,0.457208,5,"C1b","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0622_Baseline",53.319474,0.455126,2,"D2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0623_Baseline",53.294955,0.555655,6,"D2c","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0624_Baseline",53.306555,0.572252,1,"A2a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0625_Baseline",53.332765,0.573366,4,"C1a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
"RSMP_H_0626_Baseline",53.349164,0.563878,4,"C1a","Humber Regional Seabed Monitoring Programme Baseline Benthic Survey 2014/2015",2014
